Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance
443,31,technician,single,tertiary,No,208,No,No,cellular,12,aug,7,-1,0,Yes
444,53,blue-collar,married,primary,No,0,No,No,cellular,21,aug,1,-1,0,No
445,32,management,divorced,tertiary,No,948,No,No,cellular,12,aug,2,-1,0,No
446,42,management,married,tertiary,No,2,Yes,Yes,telephone,4,may,9,-1,0,No
447,41,technician,single,secondary,No,169,Yes,No,cellular,12,may,2,-1,0,No
448,35,blue-collar,married,secondary,No,913,Yes,No,cellular,17,apr,2,-1,0,No
450,34,technician,married,secondary,No,1072,No,Yes,cellular,5,feb,1,252,2,No
451,46,technician,married,secondary,No,2149,Yes,No,cellular,15,apr,2,-1,0,Yes
452,46,management,married,secondary,No,1299,Yes,No,cellular,14,jul,2,-1,0,No
453,45,unemployed,divorced,secondary,No,728,Yes,Yes,cellular,18,nov,1,-1,0,No
456,69,retired,married,secondary,No,0,No,No,cellular,28,apr,2,126,2,Yes
458,42,management,married,tertiary,No,36,No,No,cellular,21,nov,3,-1,0,Yes
459,30,admin.,married,tertiary,No,631,No,No,cellular,13,aug,3,-1,0,No
460,35,admin.,married,tertiary,No,286,No,No,cellular,30,apr,2,-1,0,Yes
461,38,management,married,tertiary,No,536,Yes,No,cellular,22,jul,1,-1,0,Yes
462,27,blue-collar,single,primary,No,265,Yes,No,cellular,13,may,2,-1,0,Yes
463,39,management,single,tertiary,No,202,Yes,No,cellular,12,may,1,301,1,No
464,27,student,single,secondary,No,538,No,No,cellular,4,jun,2,-1,0,Yes
466,32,management,single,tertiary,No,0,No,No,cellular,5,feb,4,-1,0,Yes
467,48,technician,married,secondary,No,1981,Yes,No,cellular,16,mar,3,238,2,No
469,36,management,married,tertiary,No,789,Yes,Yes,cellular,10,jul,1,-1,0,No
470,34,entrepreneur,married,secondary,No,455,Yes,No,cellular,20,nov,1,-1,0,No
473,39,entrepreneur,married,tertiary,No,350,Yes,No,cellular,24,jul,2,-1,0,No
474,44,entrepreneur,married,tertiary,No,624,No,No,telephone,14,aug,2,-1,0,Yes
477,40,blue-collar,married,primary,No,830,Yes,No,cellular,13,may,3,370,2,Yes
478,30,blue-collar,married,secondary,No,791,Yes,Yes,cellular,22,jul,2,-1,0,No
480,51,blue-collar,married,primary,No,0,No,No,cellular,21,aug,4,-1,0,No
481,33,management,single,tertiary,No,718,Yes,No,cellular,6,apr,1,98,2,Yes
482,36,blue-collar,married,secondary,No,1790,Yes,No,cellular,16,apr,2,-1,0,No
483,42,blue-collar,married,secondary,No,2913,No,No,cellular,3,jun,1,195,1,Yes
485,34,technician,married,secondary,No,1,Yes,No,cellular,19,nov,1,-1,0,No
486,49,blue-collar,married,primary,No,408,No,No,cellular,12,aug,4,-1,0,Yes
488,41,blue-collar,married,primary,No,6596,Yes,No,cellular,20,nov,1,-1,0,No
489,59,management,married,tertiary,No,3779,No,No,cellular,18,aug,3,-1,0,No
490,53,management,married,tertiary,No,20772,No,No,cellular,4,feb,1,-1,0,No
491,45,management,married,tertiary,No,786,No,No,cellular,10,sep,3,-1,0,Yes
493,56,blue-collar,married,primary,No,284,No,Yes,telephone,3,feb,4,204,4,No
494,51,services,single,secondary,No,516,Yes,No,cellular,13,may,1,363,1,No
496,33,blue-collar,married,primary,No,-191,Yes,Yes,cellular,9,jul,4,-1,0,Yes
497,36,student,single,secondary,No,17,No,No,cellular,22,apr,1,-1,0,Yes
498,44,management,married,tertiary,No,795,No,No,cellular,28,aug,24,-1,0,No
499,36,technician,married,secondary,No,331,No,No,cellular,22,aug,4,-1,0,No
500,31,technician,single,secondary,No,846,No,No,cellular,26,may,3,205,2,Yes
501,36,technician,single,secondary,No,12264,No,No,cellular,12,apr,2,-1,0,Yes
502,25,blue-collar,single,primary,No,292,Yes,Yes,cellular,18,may,2,-1,0,Yes
503,51,self-employed,married,secondary,No,95,Yes,No,cellular,23,jul,4,-1,0,Yes
504,38,services,married,secondary,No,775,No,No,cellular,12,feb,3,182,2,Yes
505,32,technician,single,secondary,No,6402,Yes,No,cellular,6,may,1,167,1,No
509,43,management,married,tertiary,No,1429,Yes,No,cellular,7,may,1,169,3,Yes
510,49,services,married,secondary,No,2416,Yes,No,cellular,16,apr,1,-1,0,Yes
511,32,blue-collar,divorced,primary,No,380,No,No,cellular,25,jul,2,-1,0,No
512,60,management,divorced,secondary,No,0,No,No,cellular,5,aug,3,-1,0,Yes
513,43,blue-collar,married,primary,No,223,Yes,No,cellular,4,feb,2,204,2,No
517,33,admin.,married,secondary,No,177,Yes,No,cellular,11,may,1,-1,0,No
518,56,blue-collar,married,primary,No,2163,No,No,telephone,31,jul,3,-1,0,No
520,40,management,married,tertiary,No,254,No,No,cellular,19,aug,2,-1,0,No
522,34,blue-collar,single,secondary,No,-72,Yes,No,cellular,7,jul,5,-1,0,No
523,27,blue-collar,single,secondary,No,535,No,No,cellular,15,feb,1,91,2,Yes
524,47,services,divorced,secondary,No,-1730,Yes,Yes,cellular,18,may,3,-1,0,No
525,32,unemployed,married,tertiary,No,1364,No,No,cellular,11,aug,4,-1,0,No
526,32,technician,married,secondary,No,344,Yes,Yes,cellular,14,may,11,-1,0,No
527,34,admin.,married,primary,No,412,Yes,No,cellular,13,may,1,287,2,No
528,24,management,single,tertiary,No,393,No,No,cellular,27,sep,1,-1,0,Yes
529,47,blue-collar,divorced,primary,No,603,Yes,Yes,cellular,8,may,1,-1,0,Yes
530,72,retired,married,secondary,No,5715,No,No,cellular,17,nov,5,184,3,Yes
531,34,services,single,secondary,No,2257,No,Yes,telephone,30,jan,2,-1,0,No
532,38,entrepreneur,divorced,secondary,No,1190,Yes,No,cellular,7,dec,4,186,5,No
533,61,retired,married,secondary,No,86,No,No,cellular,25,jan,1,94,1,Yes
534,44,blue-collar,married,secondary,No,0,No,No,cellular,30,jul,2,-1,0,Yes
535,31,self-employed,single,tertiary,No,2589,No,No,cellular,21,nov,1,-1,0,Yes
536,30,management,single,tertiary,No,201,Yes,No,cellular,17,mar,2,-1,0,Yes
539,59,unemployed,single,primary,No,7724,No,No,cellular,21,nov,3,-1,0,Yes
540,32,blue-collar,married,primary,No,3136,Yes,No,cellular,19,nov,1,-1,0,Yes
541,28,housemaid,single,tertiary,No,19,No,No,cellular,17,apr,1,-1,0,Yes
543,61,retired,divorced,secondary,No,927,No,No,cellular,30,apr,3,-1,0,Yes
544,36,management,married,tertiary,No,203,No,No,cellular,25,jan,1,88,1,Yes
545,37,entrepreneur,married,tertiary,No,41,No,No,cellular,14,jul,3,-1,0,No
546,46,housemaid,married,secondary,No,38,No,No,cellular,25,nov,1,-1,0,Yes
548,69,retired,married,primary,No,324,No,No,cellular,4,feb,4,-1,0,Yes
549,28,technician,single,tertiary,No,3623,No,No,cellular,10,mar,1,-1,0,Yes
550,33,blue-collar,married,secondary,No,1221,Yes,No,cellular,7,may,6,-1,0,No
552,31,technician,single,tertiary,No,13711,Yes,No,cellular,20,nov,3,-1,0,Yes
553,37,blue-collar,married,primary,No,-106,Yes,Yes,cellular,12,may,1,-1,0,Yes
554,60,retired,married,primary,No,0,No,No,telephone,30,jul,3,-1,0,No
556,56,entrepreneur,married,tertiary,No,693,No,No,cellular,22,jul,5,-1,0,No
558,30,management,single,secondary,No,2143,Yes,Yes,cellular,18,aug,10,-1,0,No
559,34,technician,married,secondary,No,1035,No,No,cellular,25,aug,10,-1,0,Yes
560,41,self-employed,single,tertiary,No,1081,No,No,cellular,27,may,3,-1,0,Yes
561,32,admin.,single,secondary,No,566,Yes,No,cellular,29,jan,1,-1,0,No
562,34,admin.,married,tertiary,No,142,Yes,No,cellular,13,may,1,-1,0,Yes
566,44,management,single,secondary,No,-228,Yes,Yes,cellular,13,may,1,362,2,No
568,57,admin.,married,secondary,No,169,No,No,cellular,3,feb,1,-1,0,Yes
569,31,blue-collar,single,secondary,No,26,No,No,cellular,5,feb,1,-1,0,No
570,59,entrepreneur,married,tertiary,No,-23,No,Yes,cellular,20,aug,7,-1,0,No
571,57,blue-collar,married,secondary,No,621,Yes,No,cellular,17,apr,3,-1,0,No
572,53,management,married,tertiary,No,1624,No,No,cellular,5,feb,3,-1,0,Yes
574,26,management,single,tertiary,No,1027,No,No,cellular,23,sep,1,-1,0,Yes
575,43,admin.,married,tertiary,No,189,Yes,No,cellular,14,jul,4,-1,0,Yes
578,54,management,married,tertiary,No,534,No,No,cellular,1,jun,2,-1,0,Yes
581,30,management,single,tertiary,No,3384,No,No,cellular,4,jun,2,-1,0,Yes
582,68,retired,married,tertiary,No,2812,No,No,cellular,4,aug,1,1,7,Yes
583,30,management,married,tertiary,No,107,Yes,Yes,cellular,18,jul,1,-1,0,No
584,56,management,married,tertiary,No,3610,Yes,No,cellular,19,nov,4,-1,0,No
585,31,technician,married,secondary,No,684,Yes,No,cellular,7,dec,3,-1,0,Yes
586,26,technician,single,secondary,No,603,No,Yes,cellular,17,jul,1,-1,0,No
588,49,technician,divorced,secondary,No,-403,No,Yes,cellular,21,jul,2,-1,0,No
590,27,self-employed,single,secondary,No,50,No,No,cellular,29,jan,1,-1,0,No
592,56,management,married,tertiary,No,505,Yes,Yes,cellular,17,nov,1,172,2,No
593,40,admin.,married,secondary,No,5,No,No,cellular,2,feb,1,-1,0,No
596,37,services,married,secondary,No,2915,No,No,cellular,26,may,2,-1,0,No
597,43,admin.,married,secondary,No,2576,Yes,No,cellular,17,nov,2,-1,0,No
598,33,admin.,divorced,secondary,No,661,Yes,No,cellular,18,nov,1,173,2,No
599,38,technician,married,secondary,No,37,No,No,cellular,17,jul,1,-1,0,No
600,37,admin.,married,secondary,No,0,Yes,No,cellular,22,jul,1,-1,0,No
603,65,retired,married,tertiary,No,2416,No,No,cellular,17,feb,2,-1,0,Yes
607,55,housemaid,married,primary,No,0,Yes,No,cellular,17,jul,2,-1,0,Yes
609,29,admin.,single,secondary,No,306,Yes,No,cellular,18,may,4,-1,0,Yes
610,37,services,single,secondary,No,459,No,No,telephone,16,jul,14,-1,0,No
611,59,entrepreneur,married,secondary,No,1085,No,Yes,cellular,29,jul,4,-1,0,No
612,22,student,single,secondary,No,216,No,No,cellular,8,feb,1,187,1,Yes
613,31,unemployed,married,secondary,No,314,Yes,No,cellular,20,nov,3,178,7,Yes
614,51,blue-collar,married,secondary,No,4695,No,No,cellular,29,aug,10,-1,0,No
615,39,services,married,secondary,No,25,Yes,Yes,cellular,12,may,1,351,3,Yes
616,53,management,married,tertiary,No,1356,Yes,No,cellular,9,nov,2,96,4,No
617,37,blue-collar,married,primary,No,1941,Yes,No,cellular,20,apr,2,-1,0,No
619,34,blue-collar,married,secondary,No,320,Yes,No,cellular,12,aug,1,828,2,Yes
620,36,blue-collar,married,primary,No,2040,Yes,No,cellular,13,may,2,-1,0,No
621,46,management,divorced,tertiary,No,4917,Yes,Yes,cellular,31,jul,2,-1,0,No
622,59,housemaid,married,primary,No,100,No,No,cellular,5,aug,1,-1,0,Yes
623,38,housemaid,divorced,tertiary,No,4312,No,No,cellular,21,nov,4,182,2,No
624,37,management,married,tertiary,No,2987,Yes,No,cellular,15,feb,1,91,9,Yes
625,54,admin.,divorced,secondary,No,200,No,No,cellular,3,jun,1,-1,0,Yes
626,36,unemployed,divorced,secondary,No,5,Yes,No,cellular,30,jan,1,2,2,No
627,38,management,married,tertiary,No,46,No,No,cellular,29,aug,4,-1,0,No
630,34,blue-collar,married,secondary,No,320,Yes,No,cellular,12,nov,1,92,3,Yes
631,34,technician,single,secondary,No,161,No,No,cellular,21,aug,1,-1,0,No
632,36,admin.,married,secondary,No,11,Yes,No,cellular,2,oct,3,-1,0,No
633,52,management,married,tertiary,No,-970,Yes,No,cellular,4,feb,1,-1,0,Yes
635,63,retired,divorced,secondary,No,1490,No,No,cellular,8,jun,1,-1,0,Yes
636,43,services,married,secondary,No,774,No,No,cellular,24,jun,1,91,2,Yes
637,38,admin.,single,secondary,Yes,-61,No,Yes,cellular,18,jul,2,-1,0,No
638,45,admin.,divorced,secondary,No,397,Yes,Yes,cellular,22,may,1,95,2,Yes
639,28,management,single,tertiary,No,3611,No,No,cellular,26,feb,2,-1,0,Yes
640,64,retired,married,secondary,No,466,Yes,No,cellular,18,oct,1,-1,0,Yes
641,47,admin.,divorced,secondary,No,2232,No,No,cellular,27,may,1,103,1,Yes
642,59,blue-collar,married,secondary,No,2605,No,No,cellular,30,jan,2,-1,0,No
643,32,management,single,tertiary,No,15561,Yes,No,cellular,28,jul,3,-1,0,No
645,39,admin.,married,secondary,No,3732,Yes,No,cellular,18,nov,1,181,2,No
646,25,technician,single,secondary,No,4718,No,No,cellular,24,jul,1,-1,0,Yes
647,52,management,married,tertiary,No,25,No,Yes,cellular,15,jul,3,-1,0,No
649,33,technician,married,secondary,No,3107,No,Yes,cellular,7,aug,2,-1,0,No
650,61,retired,married,primary,No,56,No,No,cellular,7,sep,3,-1,0,Yes
652,36,management,married,tertiary,No,630,No,No,cellular,2,feb,1,-1,0,Yes
653,50,management,married,tertiary,No,5969,No,No,cellular,25,jan,1,544,2,Yes
654,64,retired,married,primary,No,12067,No,No,telephone,30,jul,2,92,2,Yes
655,35,blue-collar,married,primary,No,46,No,No,cellular,8,jul,3,-1,0,No
656,51,admin.,married,secondary,No,241,No,No,cellular,7,dec,2,-1,0,Yes
658,36,technician,married,tertiary,No,521,No,No,cellular,20,oct,3,-1,0,Yes
659,47,technician,married,secondary,No,1167,Yes,No,cellular,2,feb,3,73,2,No
660,40,technician,married,tertiary,No,1293,No,No,cellular,16,sep,3,105,2,Yes
661,56,retired,married,secondary,No,-1206,Yes,No,cellular,15,jun,2,-1,0,Yes
662,22,housemaid,single,secondary,No,1796,No,No,cellular,28,jun,3,-1,0,Yes
663,47,management,married,tertiary,No,109,Yes,No,cellular,16,apr,2,268,1,No
664,22,unemployed,single,tertiary,No,993,No,No,cellular,28,jul,3,93,1,Yes
666,49,blue-collar,married,secondary,No,-327,Yes,No,cellular,7,may,1,-1,0,No
667,22,student,single,secondary,No,722,Yes,No,cellular,2,apr,1,-1,0,No
668,30,technician,single,secondary,No,-522,Yes,Yes,cellular,5,may,2,286,6,Yes
669,61,retired,married,primary,No,197,No,No,cellular,17,feb,1,-1,0,Yes
670,27,admin.,married,secondary,No,941,Yes,No,cellular,11,jul,1,-1,0,No
671,43,blue-collar,married,secondary,No,171,Yes,No,cellular,13,may,1,364,1,No
674,38,entrepreneur,married,secondary,No,593,Yes,Yes,cellular,24,jul,24,-1,0,Yes
675,57,management,married,tertiary,No,2266,No,No,cellular,5,aug,1,-1,0,No
676,43,management,married,tertiary,No,-271,Yes,Yes,telephone,14,may,1,-1,0,No
678,42,admin.,married,secondary,No,529,Yes,Yes,cellular,19,nov,3,-1,0,No
679,41,management,married,tertiary,No,771,Yes,No,cellular,26,aug,8,-1,0,No
680,41,technician,married,secondary,No,417,No,No,cellular,27,aug,3,-1,0,No
681,34,services,divorced,secondary,No,797,Yes,No,cellular,20,nov,1,126,1,No
682,36,management,married,tertiary,No,322,Yes,No,cellular,22,jul,1,-1,0,No
683,36,technician,single,primary,No,2169,Yes,No,cellular,18,nov,2,110,3,No
684,43,retired,married,primary,No,400,Yes,No,telephone,28,jul,3,-1,0,No
685,24,admin.,single,secondary,No,172,No,No,cellular,3,feb,1,-1,0,No
686,56,blue-collar,married,primary,No,3498,No,No,cellular,15,apr,2,-1,0,Yes
687,25,management,single,tertiary,No,2305,No,No,cellular,12,aug,2,104,2,No
688,31,technician,single,tertiary,No,1051,No,No,cellular,25,aug,4,-1,0,No
690,59,unemployed,married,secondary,No,1625,No,No,cellular,4,aug,1,180,2,Yes
694,29,management,single,tertiary,No,874,Yes,No,cellular,16,sep,1,103,1,Yes
697,49,retired,divorced,secondary,No,224,No,Yes,cellular,31,jul,4,-1,0,No
698,47,technician,single,secondary,No,600,No,Yes,cellular,4,aug,2,-1,0,No
699,58,retired,divorced,tertiary,No,5253,No,No,cellular,9,apr,4,295,3,No
700,37,technician,divorced,secondary,No,3068,Yes,Yes,cellular,20,nov,2,195,1,Yes
702,32,technician,single,tertiary,No,0,No,No,cellular,7,aug,2,-1,0,No
703,31,management,single,tertiary,No,1017,No,No,cellular,2,feb,1,-1,0,No
704,44,technician,married,tertiary,No,1818,Yes,Yes,cellular,3,feb,1,92,4,Yes
705,50,management,married,tertiary,No,290,No,Yes,cellular,8,aug,2,-1,0,No
706,38,admin.,married,secondary,No,3091,Yes,No,cellular,24,jul,2,-1,0,No
707,32,admin.,divorced,secondary,No,1288,Yes,No,cellular,12,may,1,-1,0,No
710,38,management,married,tertiary,No,0,Yes,No,cellular,26,aug,38,-1,0,No
712,31,technician,divorced,secondary,No,105,Yes,No,cellular,16,jul,1,-1,0,No
713,22,management,single,tertiary,No,104,No,Yes,cellular,16,apr,3,-1,0,Yes
714,30,technician,married,secondary,No,289,Yes,No,cellular,14,aug,4,-1,0,Yes
715,50,technician,married,secondary,No,2218,Yes,No,cellular,17,aug,1,-1,0,Yes
716,30,admin.,single,secondary,No,3528,No,No,cellular,4,aug,1,92,2,Yes
717,44,blue-collar,single,primary,No,36,Yes,No,cellular,15,may,1,371,2,Yes
722,38,entrepreneur,married,tertiary,No,946,Yes,No,cellular,11,may,1,-1,0,No
724,51,retired,divorced,secondary,No,1679,No,No,cellular,12,aug,1,365,9,Yes
725,49,blue-collar,single,primary,No,566,Yes,No,cellular,25,jul,2,-1,0,Yes
726,38,technician,single,tertiary,No,1727,No,No,telephone,2,aug,2,185,6,No
728,42,management,married,tertiary,No,3713,No,No,cellular,19,nov,2,-1,0,Yes
729,51,management,single,tertiary,No,2139,No,No,cellular,17,nov,2,-1,0,No
730,35,blue-collar,divorced,primary,No,1077,Yes,No,cellular,12,may,6,-1,0,No
731,35,admin.,single,tertiary,No,994,No,No,cellular,2,feb,2,-1,0,No
733,39,management,married,tertiary,No,141,Yes,No,cellular,13,may,2,331,6,No
734,39,entrepreneur,married,tertiary,No,628,Yes,No,cellular,9,jul,1,-1,0,No
735,34,blue-collar,married,secondary,No,262,No,No,cellular,15,sep,2,106,1,Yes
736,34,technician,divorced,tertiary,No,66,No,Yes,cellular,19,aug,2,-1,0,No
737,33,admin.,married,secondary,No,543,Yes,No,cellular,7,may,2,-1,0,No
738,41,blue-collar,married,primary,No,0,No,No,cellular,31,jul,2,-1,0,No
739,33,management,married,tertiary,No,191,No,No,cellular,13,aug,2,-1,0,Yes
741,62,unemployed,married,secondary,No,780,No,No,cellular,28,aug,2,-1,0,Yes
743,33,management,single,tertiary,No,1781,No,No,cellular,8,oct,2,183,1,Yes
744,77,retired,married,primary,No,2223,No,No,telephone,10,aug,2,187,1,No
745,26,entrepreneur,single,secondary,No,101,Yes,No,cellular,5,feb,1,268,1,Yes
746,53,retired,married,secondary,No,665,Yes,No,cellular,22,apr,2,-1,0,Yes
747,51,blue-collar,married,primary,No,7098,No,No,cellular,6,aug,7,-1,0,Yes
748,34,management,married,tertiary,No,828,No,Yes,cellular,11,aug,3,-1,0,Yes
749,37,management,single,tertiary,No,6964,No,No,cellular,19,nov,3,-1,0,No
750,30,blue-collar,married,secondary,No,501,Yes,Yes,cellular,20,nov,1,177,1,Yes
751,32,blue-collar,married,primary,No,187,No,No,cellular,9,jul,1,-1,0,No
753,38,services,single,secondary,No,895,Yes,No,cellular,12,may,1,-1,0,Yes
754,52,technician,married,secondary,No,150,Yes,No,telephone,21,jul,3,-1,0,No
755,32,services,single,secondary,No,133,No,No,cellular,15,apr,1,-1,0,Yes
756,36,blue-collar,married,secondary,No,74,Yes,No,cellular,8,may,2,-1,0,No
757,58,management,married,tertiary,No,1384,Yes,No,cellular,27,mar,1,-1,0,Yes
758,37,technician,single,tertiary,No,1894,Yes,No,cellular,12,may,1,351,7,No
759,33,admin.,married,secondary,No,920,No,No,cellular,16,nov,1,95,2,Yes
760,34,management,single,tertiary,No,13014,No,No,cellular,13,aug,1,-1,0,Yes
761,48,management,married,tertiary,No,288,No,No,cellular,18,aug,3,-1,0,No
762,49,housemaid,married,primary,No,0,Yes,No,cellular,25,jul,3,-1,0,No
764,24,student,single,secondary,No,160,No,No,cellular,4,may,2,-1,0,No
766,31,technician,single,tertiary,No,882,No,No,cellular,3,jun,1,-1,0,Yes
767,52,admin.,married,secondary,No,5517,Yes,Yes,cellular,29,jul,2,-1,0,No
769,52,technician,married,secondary,No,1373,No,No,cellular,27,oct,1,-1,0,No
771,43,management,married,tertiary,No,938,Yes,No,cellular,9,feb,2,-1,0,No
773,34,self-employed,married,tertiary,No,0,Yes,No,cellular,10,jul,1,-1,0,No
774,28,management,married,tertiary,No,12,Yes,No,cellular,9,sep,1,-1,0,Yes
776,53,management,married,primary,No,798,Yes,No,telephone,2,feb,1,217,2,No
777,42,blue-collar,single,primary,No,1628,Yes,No,cellular,25,jul,8,-1,0,Yes
778,51,management,married,tertiary,No,2635,No,No,cellular,1,sep,1,98,2,Yes
779,49,services,married,secondary,No,202,Yes,No,cellular,17,nov,2,104,1,Yes
780,32,management,single,tertiary,No,4262,Yes,No,cellular,20,apr,1,152,1,No
784,39,management,married,secondary,No,-473,Yes,No,cellular,6,may,1,-1,0,No
785,38,self-employed,single,tertiary,No,973,No,No,cellular,4,feb,1,-1,0,No
788,59,blue-collar,married,primary,No,-546,No,No,cellular,25,aug,6,-1,0,Yes
789,46,management,married,tertiary,No,2817,No,No,cellular,17,sep,1,-1,0,Yes
790,25,technician,single,secondary,No,1105,Yes,No,cellular,30,apr,1,13,1,No
793,79,retired,divorced,secondary,No,631,No,No,telephone,9,aug,5,182,3,No
794,59,technician,married,primary,No,4198,No,No,cellular,14,jan,1,91,10,Yes
795,52,management,single,tertiary,No,83,No,No,cellular,26,aug,6,-1,0,Yes
796,27,blue-collar,single,secondary,No,294,Yes,No,cellular,18,may,2,-1,0,No
798,33,management,divorced,tertiary,No,990,Yes,No,cellular,24,jul,2,-1,0,Yes
799,28,blue-collar,single,secondary,No,-46,Yes,No,cellular,1,jun,2,91,12,Yes
801,38,blue-collar,married,primary,No,290,Yes,No,cellular,16,apr,1,-1,0,No
802,47,management,married,tertiary,No,0,No,Yes,cellular,21,aug,1,-1,0,Yes
803,56,admin.,married,secondary,No,360,Yes,Yes,cellular,24,jul,2,-1,0,No
805,32,student,single,secondary,No,0,No,No,cellular,21,nov,1,-1,0,No
806,58,services,divorced,secondary,No,462,No,No,cellular,13,nov,1,93,1,Yes
